67010;6701*;670**;67***;6****;*****;*
67012;6701*;670**;67***;6****;*****;*
67012;6701*;670**;67***;6****;*****;*
67013;6701*;670**;67***;6****;*****;*
67013;6701*;670**;67***;6****;*****;*
67013;6701*;670**;67***;6****;*****;*
67013;6701*;670**;67***;6****;*****;*
67014;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67015;6701*;670**;67***;6****;*****;*
67017;6701*;670**;67***;6****;*****;*
67017;6701*;670**;67***;6****;*****;*
67017;6701*;670**;67***;6****;*****;*
67019;6701*;670**;67***;6****;*****;*
67019;6701*;670**;67***;6****;*****;*
67019;6701*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
67020;6702*;670**;67***;6****;*****;*
