32.54;32.5;32;*
32.55;32.5;32;*
32.56;32.5;32;*
32.57;32.5;32;*
32.58;32.5;32;*
32.59;32.5;32;*
32.60;32.6;32;*
32.61;32.6;32;*
32.62;32.6;32;*
32.63;32.6;32;*
32.64;32.6;32;*
32.65;32.6;32;*
32.66;32.6;32;*
32.67;32.6;32;*
32.68;32.6;32;*
32.69;32.6;32;*
32.70;32.7;32;*
32.71;32.7;32;*
32.72;32.7;32;*
32.73;32.7;32;*
32.74;32.7;32;*
32.75;32.7;32;*
32.76;32.7;32;*
32.77;32.7;32;*
32.78;32.7;32;*
32.79;32.7;32;*
32.80;32.8;32;*
32.81;32.8;32;*
32.82;32.8;32;*
32.83;32.8;32;*
32.84;32.8;32;*
32.85;32.8;32;*
32.86;32.8;32;*
32.87;32.8;32;*
32.88;32.8;32;*
32.89;32.8;32;*
32.90;32.9;32;*
32.91;32.9;32;*
32.92;32.9;32;*
32.93;32.9;32;*
32.94;32.9;32;*
32.95;32.9;32;*
32.96;32.9;32;*
32.97;32.9;32;*
32.98;32.9;32;*
32.99;32.9;32;*
33.00;33.0;33;*
33.01;33.0;33;*
33.02;33.0;33;*
33.03;33.0;33;*
33.04;33.0;33;*
33.05;33.0;33;*
33.06;33.0;33;*
33.07;33.0;33;*
33.08;33.0;33;*
33.09;33.0;33;*
33.1;33.1;33;*
33.11;33.1;33;*
33.12;33.1;33;*
33.13;33.1;33;*
33.14;33.1;33;*
33.15;33.1;33;*
33.16;33.1;33;*
33.17;33.1;33;*
33.18;33.1;33;*
33.19;33.1;33;*
33.20;33.2;33;*
33.21;33.2;33;*
33.22;33.2;33;*
33.23;33.2;33;*
33.24;33.2;33;*
33.25;33.2;33;*
33.26;33.2;33;*
33.27;33.2;33;*
33.28;33.2;33;*
33.29;33.2;33;*
33.30;33.3;33;*
33.31;33.3;33;*
33.32;33.3;33;*
33.33;33.3;33;*
33.34;33.3;33;*
33.35;33.3;33;*
33.36;33.3;33;*
33.37;33.3;33;*
33.38;33.3;33;*
33.39;33.3;33;*
33.40;33.4;33;*
33.41;33.4;33;*
33.42;33.4;33;*
33.43;33.4;33;*
33.44;33.4;33;*
33.45;33.4;33;*
33.46;33.4;33;*
33.47;33.4;33;*
33.48;33.4;33;*
33.49;33.4;33;*
33.5;33.5;33;*
33.51;33.5;33;*
33.52;33.5;33;*
33.53;33.5;33;*
33.54;33.5;33;*
33.55;33.5;33;*
33.56;33.5;33;*
33.57;33.5;33;*
33.58;33.5;33;*
33.59;33.5;33;*
33.60;33.6;33;*
33.61;33.6;33;*
33.62;33.6;33;*
33.63;33.6;33;*
33.64;33.6;33;*
33.65;33.6;33;*
33.66;33.6;33;*
33.67;33.6;33;*
33.68;33.6;33;*
33.69;33.6;33;*
33.70;33.7;33;*
33.71;33.7;33;*
33.72;33.7;33;*
33.73;33.7;33;*
33.74;33.7;33;*
33.75;33.7;33;*
33.76;33.7;33;*
33.77;33.7;33;*
33.78;33.7;33;*
33.79;33.7;33;*
33.80;33.8;33;*
33.81;33.8;33;*
33.82;33.8;33;*
33.83;33.8;33;*
33.84;33.8;33;*
33.85;33.8;33;*
33.86;33.8;33;*
33.87;33.8;33;*
33.88;33.8;33;*
33.89;33.8;33;*
33.90;33.9;33;*
33.91;33.9;33;*
33.92;33.9;33;*
33.93;33.9;33;*
33.94;33.9;33;*
33.95;33.9;33;*
33.96;33.9;33;*
33.97;33.9;33;*
33.98;33.9;33;*
33.99;33.9;33;*
34.00;34.0;34;*
34.01;34.0;34;*
34.02;34.0;34;*
34.03;34.0;34;*
34.04;34.0;34;*
34.05;34.0;34;*
34.06;34.0;34;*
34.07;34.0;34;*
34.08;34.0;34;*
34.09;34.0;34;*
34.10;34.1;34;*
34.11;34.1;34;*
34.12;34.1;34;*
34.13;34.1;34;*
34.14;34.1;34;*
34.15;34.1;34;*
34.16;34.1;34;*
34.17;34.1;34;*
34.18;34.1;34;*
34.19;34.1;34;*
34.20;34.2;34;*
34.21;34.2;34;*
34.22;34.2;34;*
34.23;34.2;34;*
34.24;34.2;34;*
34.25;34.2;34;*
34.26;34.2;34;*
34.27;34.2;34;*
34.28;34.2;34;*
34.29;34.2;34;*
34.30;34.3;34;*
34.31;34.3;34;*
34.32;34.3;34;*
34.33;34.3;34;*
34.34;34.3;34;*
34.35;34.3;34;*
34.36;34.3;34;*
34.37;34.3;34;*
34.38;34.3;34;*
34.39;34.3;34;*
34.40;34.4;34;*
34.41;34.4;34;*
34.42;34.4;34;*
34.43;34.4;34;*
34.44;34.4;34;*
34.45;34.4;34;*
34.46;34.4;34;*
34.47;34.4;34;*
34.48;34.4;34;*
34.49;34.4;34;*
34.50;34.5;34;*
34.51;34.5;34;*
34.52;34.5;34;*
