452600;441000~501999;380000~501999;258000~501999;*
358500;319000~379999;258000~379999;258000~501999;*
352100;319000~379999;258000~379999;258000~501999;*
341300;319000~379999;258000~379999;258000~501999;*
342200;319000~379999;258000~379999;258000~501999;*
269700;258000~318999;258000~379999;258000~501999;*
299200;258000~318999;258000~379999;258000~501999;*
241400;197000~257999;136000~257999;14000~257999;*
226700;197000~257999;136000~257999;14000~257999;*
261100;258000~318999;258000~379999;258000~501999;*
281500;258000~318999;258000~379999;258000~501999;*
241800;197000~257999;136000~257999;14000~257999;*
213500;197000~257999;136000~257999;14000~257999;*
191300;136000~196999;136000~257999;14000~257999;*
159200;136000~196999;136000~257999;14000~257999;*
140000;136000~196999;136000~257999;14000~257999;*
152500;136000~196999;136000~257999;14000~257999;*
155500;136000~196999;136000~257999;14000~257999;*
158700;136000~196999;136000~257999;14000~257999;*
162900;136000~196999;136000~257999;14000~257999;*
147500;136000~196999;136000~257999;14000~257999;*
159800;136000~196999;136000~257999;14000~257999;*
113900;75000~135999;14000~135999;14000~257999;*
99700;75000~135999;14000~135999;14000~257999;*
132600;75000~135999;14000~135999;14000~257999;*
107500;75000~135999;14000~135999;14000~257999;*
93800;75000~135999;14000~135999;14000~257999;*
105500;75000~135999;14000~135999;14000~257999;*
108900;75000~135999;14000~135999;14000~257999;*
132000;75000~135999;14000~135999;14000~257999;*
122300;75000~135999;14000~135999;14000~257999;*
115200;75000~135999;14000~135999;14000~257999;*
110400;75000~135999;14000~135999;14000~257999;*
104900;75000~135999;14000~135999;14000~257999;*
109700;75000~135999;14000~135999;14000~257999;*
97200;75000~135999;14000~135999;14000~257999;*
104500;75000~135999;14000~135999;14000~257999;*
103900;75000~135999;14000~135999;14000~257999;*
191400;136000~196999;136000~257999;14000~257999;*
176000;136000~196999;136000~257999;14000~257999;*
155400;136000~196999;136000~257999;14000~257999;*
150000;136000~196999;136000~257999;14000~257999;*
118800;75000~135999;14000~135999;14000~257999;*
188800;136000~196999;136000~257999;14000~257999;*
184400;136000~196999;136000~257999;14000~257999;*
182300;136000~196999;136000~257999;14000~257999;*
142500;136000~196999;136000~257999;14000~257999;*
137500;136000~196999;136000~257999;14000~257999;*
187500;136000~196999;136000~257999;14000~257999;*
112500;75000~135999;14000~135999;14000~257999;*
171900;136000~196999;136000~257999;14000~257999;*
97500;75000~135999;14000~135999;14000~257999;*
104200;75000~135999;14000~135999;14000~257999;*
87500;75000~135999;14000~135999;14000~257999;*
83100;75000~135999;14000~135999;14000~257999;*
85300;75000~135999;14000~135999;14000~257999;*
80300;75000~135999;14000~135999;14000~257999;*
60000;14000~74999;14000~135999;14000~257999;*
75700;75000~135999;14000~135999;14000~257999;*
75000;75000~135999;14000~135999;14000~257999;*
86100;75000~135999;14000~135999;14000~257999;*
76100;75000~135999;14000~135999;14000~257999;*
73500;14000~74999;14000~135999;14000~257999;*
78400;75000~135999;14000~135999;14000~257999;*
84400;75000~135999;14000~135999;14000~257999;*
81300;75000~135999;14000~135999;14000~257999;*
85000;75000~135999;14000~135999;14000~257999;*
129200;75000~135999;14000~135999;14000~257999;*
82500;75000~135999;14000~135999;14000~257999;*
95200;75000~135999;14000~135999;14000~257999;*
67500;14000~74999;14000~135999;14000~257999;*
177500;136000~196999;136000~257999;14000~257999;*
102100;75000~135999;14000~135999;14000~257999;*
108300;75000~135999;14000~135999;14000~257999;*
131300;75000~135999;14000~135999;14000~257999;*
162500;136000~196999;136000~257999;14000~257999;*
98200;75000~135999;14000~135999;14000~257999;*
500001;441000~501999;380000~501999;258000~501999;*
179200;136000~196999;136000~257999;14000~257999;*
130000;75000~135999;14000~135999;14000~257999;*
183800;136000~196999;136000~257999;14000~257999;*
125000;75000~135999;14000~135999;14000~257999;*
170000;136000~196999;136000~257999;14000~257999;*
193100;136000~196999;136000~257999;14000~257999;*
257800;197000~257999;136000~257999;14000~257999;*
273400;258000~318999;258000~379999;258000~501999;*
237500;197000~257999;136000~257999;14000~257999;*
350000;319000~379999;258000~379999;258000~501999;*
335700;319000~379999;258000~379999;258000~501999;*
313400;258000~318999;258000~379999;258000~501999;*
268500;258000~318999;258000~379999;258000~501999;*
259400;258000~318999;258000~379999;258000~501999;*
275700;258000~318999;258000~379999;258000~501999;*
225000;197000~257999;136000~257999;14000~257999;*
262500;258000~318999;258000~379999;258000~501999;*
218500;197000~257999;136000~257999;14000~257999;*
255000;197000~257999;136000~257999;14000~257999;*
224100;197000~257999;136000~257999;14000~257999;*
243100;197000~257999;136000~257999;14000~257999;*
231600;197000~257999;136000~257999;14000~257999;*
234100;197000~257999;136000~257999;14000~257999;*
327600;319000~379999;258000~379999;258000~501999;*
347600;319000~379999;258000~379999;258000~501999;*
366100;319000~379999;258000~379999;258000~501999;*
335000;319000~379999;258000~379999;258000~501999;*
373600;319000~379999;258000~379999;258000~501999;*
389500;380000~440999;380000~501999;258000~501999;*
391100;380000~440999;380000~501999;258000~501999;*
337300;319000~379999;258000~379999;258000~501999;*
295200;258000~318999;258000~379999;258000~501999;*
292300;258000~318999;258000~379999;258000~501999;*
411500;380000~440999;380000~501999;258000~501999;*
311500;258000~318999;258000~379999;258000~501999;*
325900;319000~379999;258000~379999;258000~501999;*
392600;380000~440999;380000~501999;258000~501999;*
319300;319000~379999;258000~379999;258000~501999;*
333300;319000~379999;258000~379999;258000~501999;*
335200;319000~379999;258000~379999;258000~501999;*
351200;319000~379999;258000~379999;258000~501999;*
368900;319000~379999;258000~379999;258000~501999;*
365900;319000~379999;258000~379999;258000~501999;*
366700;319000~379999;258000~379999;258000~501999;*
362800;319000~379999;258000~379999;258000~501999;*
483300;441000~501999;380000~501999;258000~501999;*
331400;319000~379999;258000~379999;258000~501999;*
323500;319000~379999;258000~379999;258000~501999;*
216700;197000~257999;136000~257999;14000~257999;*
233100;197000~257999;136000~257999;14000~257999;*
296400;258000~318999;258000~379999;258000~501999;*
273700;258000~318999;258000~379999;258000~501999;*
227700;197000~257999;136000~257999;14000~257999;*
199600;197000~257999;136000~257999;14000~257999;*
239800;197000~257999;136000~257999;14000~257999;*
270100;258000~318999;258000~379999;258000~501999;*
302100;258000~318999;258000~379999;258000~501999;*
269500;258000~318999;258000~379999;258000~501999;*
314700;258000~318999;258000~379999;258000~501999;*
390100;380000~440999;380000~501999;258000~501999;*
410300;380000~440999;380000~501999;258000~501999;*
352400;319000~379999;258000~379999;258000~501999;*
287300;258000~318999;258000~379999;258000~501999;*
348700;319000~379999;258000~379999;258000~501999;*
243800;197000~257999;136000~257999;14000~257999;*
211500;197000~257999;136000~257999;14000~257999;*
218400;197000~257999;136000~257999;14000~257999;*
269900;258000~318999;258000~379999;258000~501999;*
218800;197000~257999;136000~257999;14000~257999;*
250000;197000~257999;136000~257999;14000~257999;*
171400;136000~196999;136000~257999;14000~257999;*
193800;136000~196999;136000~257999;14000~257999;*
138800;136000~196999;136000~257999;14000~257999;*
116700;75000~135999;14000~135999;14000~257999;*
151800;136000~196999;136000~257999;14000~257999;*
127000;75000~135999;14000~135999;14000~257999;*
128600;75000~135999;14000~135999;14000~257999;*
140600;136000~196999;136000~257999;14000~257999;*
182700;136000~196999;136000~257999;14000~257999;*
146900;136000~196999;136000~257999;14000~257999;*
122800;75000~135999;14000~135999;14000~257999;*
169300;136000~196999;136000~257999;14000~257999;*
126600;75000~135999;14000~135999;14000~257999;*
127900;75000~135999;14000~135999;14000~257999;*
123500;75000~135999;14000~135999;14000~257999;*
111900;75000~135999;14000~135999;14000~257999;*
112800;75000~135999;14000~135999;14000~257999;*
107900;75000~135999;14000~135999;14000~257999;*
95500;75000~135999;14000~135999;14000~257999;*
116100;75000~135999;14000~135999;14000~257999;*
112200;75000~135999;14000~135999;14000~257999;*
115000;75000~135999;14000~135999;14000~257999;*
95000;75000~135999;14000~135999;14000~257999;*
96400;75000~135999;14000~135999;14000~257999;*
72000;14000~74999;14000~135999;14000~257999;*
71300;14000~74999;14000~135999;14000~257999;*
80800;75000~135999;14000~135999;14000~257999;*
128800;75000~135999;14000~135999;14000~257999;*
119400;75000~135999;14000~135999;14000~257999;*
118100;75000~135999;14000~135999;14000~257999;*
122500;75000~135999;14000~135999;14000~257999;*
106300;75000~135999;14000~135999;14000~257999;*
132500;75000~135999;14000~135999;14000~257999;*
122700;75000~135999;14000~135999;14000~257999;*
113300;75000~135999;14000~135999;14000~257999;*
109500;75000~135999;14000~135999;14000~257999;*
164700;136000~196999;136000~257999;14000~257999;*
124700;75000~135999;14000~135999;14000~257999;*
136700;136000~196999;136000~257999;14000~257999;*
141700;136000~196999;136000~257999;14000~257999;*
139200;136000~196999;136000~257999;14000~257999;*
143800;136000~196999;136000~257999;14000~257999;*
156500;136000~196999;136000~257999;14000~257999;*
151000;136000~196999;136000~257999;14000~257999;*
273000;258000~318999;258000~379999;258000~501999;*
217100;197000~257999;136000~257999;14000~257999;*
187100;136000~196999;136000~257999;14000~257999;*
239600;197000~257999;136000~257999;14000~257999;*
229700;197000~257999;136000~257999;14000~257999;*
257300;197000~257999;136000~257999;14000~257999;*
246900;197000~257999;136000~257999;14000~257999;*
179900;136000~196999;136000~257999;14000~257999;*
169600;136000~196999;136000~257999;14000~257999;*
203300;197000~257999;136000~257999;14000~257999;*
263400;258000~318999;258000~379999;258000~501999;*
231800;197000~257999;136000~257999;14000~257999;*
140500;136000~196999;136000~257999;14000~257999;*
126000;75000~135999;14000~135999;14000~257999;*
122000;75000~135999;14000~135999;14000~257999;*
134700;75000~135999;14000~135999;14000~257999;*
139400;136000~196999;136000~257999;14000~257999;*
115400;75000~135999;14000~135999;14000~257999;*
137300;136000~196999;136000~257999;14000~257999;*
137000;136000~196999;136000~257999;14000~257999;*
142600;136000~196999;136000~257999;14000~257999;*
111700;75000~135999;14000~135999;14000~257999;*
126800;75000~135999;14000~135999;14000~257999;*
111300;75000~135999;14000~135999;14000~257999;*
114800;75000~135999;14000~135999;14000~257999;*
102300;75000~135999;14000~135999;14000~257999;*
131900;75000~135999;14000~135999;14000~257999;*
119100;75000~135999;14000~135999;14000~257999;*
80600;75000~135999;14000~135999;14000~257999;*
88800;75000~135999;14000~135999;14000~257999;*
102400;75000~135999;14000~135999;14000~257999;*
98700;75000~135999;14000~135999;14000~257999;*
100000;75000~135999;14000~135999;14000~257999;*
92300;75000~135999;14000~135999;14000~257999;*
94800;75000~135999;14000~135999;14000~257999;*
102000;75000~135999;14000~135999;14000~257999;*
158400;136000~196999;136000~257999;14000~257999;*
121600;75000~135999;14000~135999;14000~257999;*
129100;75000~135999;14000~135999;14000~257999;*
121400;75000~135999;14000~135999;14000~257999;*
102800;75000~135999;14000~135999;14000~257999;*
160000;136000~196999;136000~257999;14000~257999;*
143900;136000~196999;136000~257999;14000~257999;*
151200;136000~196999;136000~257999;14000~257999;*
164400;136000~196999;136000~257999;14000~257999;*
174200;136000~196999;136000~257999;14000~257999;*
166900;136000~196999;136000~257999;14000~257999;*
163500;136000~196999;136000~257999;14000~257999;*
253000;197000~257999;136000~257999;14000~257999;*
240700;197000~257999;136000~257999;14000~257999;*
208100;197000~257999;136000~257999;14000~257999;*
198100;197000~257999;136000~257999;14000~257999;*
172800;136000~196999;136000~257999;14000~257999;*
